dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: ImageNet
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 4
eval_epochs: 1
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 5000
decay_iters: 50000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/ImageNet
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/ImageNet
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/ImageNet
data_pre: ImageNet
model_pre: model_16384_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_4
saver_name_pre: ema_quantizer_4_ImageNet_model_16384_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
len train_dataloader: 40036
len val_dataloader: 782
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/4] Iters:[10/40036] loss 0.4981, vq_loss 0.0175, rec_loss 0.4806, quant_error 0.1403, codebook_utilization 0.0152, codebook_perplexity 143.3087,
Train Epoch: [1/4] Iters:[20/40036] loss 0.4875, vq_loss 0.0124, rec_loss 0.4751, quant_error 0.0993, codebook_utilization 0.0515, codebook_perplexity 369.6811,
Train Epoch: [1/4] Iters:[30/40036] loss 0.4757, vq_loss 0.0102, rec_loss 0.4655, quant_error 0.0820, codebook_utilization 0.0856, codebook_perplexity 816.1395,
Train Epoch: [1/4] Iters:[40/40036] loss 0.4651, vq_loss 0.0091, rec_loss 0.4560, quant_error 0.0728, codebook_utilization 0.1058, codebook_perplexity 1118.3236,
Train Epoch: [1/4] Iters:[50/40036] loss 0.4559, vq_loss 0.0084, rec_loss 0.4475, quant_error 0.0671, codebook_utilization 0.1184, codebook_perplexity 1306.4464,
Train Epoch: [1/4] Iters:[60/40036] loss 0.4336, vq_loss 0.0060, rec_loss 0.4276, quant_error 0.0477, codebook_utilization 0.1494, codebook_perplexity 1690.2411,
Train Epoch: [1/4] Iters:[70/40036] loss 0.4182, vq_loss 0.0056, rec_loss 0.4126, quant_error 0.0446, codebook_utilization 0.1659, codebook_perplexity 1984.3556,
Train Epoch: [1/4] Iters:[80/40036] loss 0.4032, vq_loss 0.0054, rec_loss 0.3978, quant_error 0.0436, codebook_utilization 0.1691, codebook_perplexity 2056.9914,
Train Epoch: [1/4] Iters:[90/40036] loss 0.3908, vq_loss 0.0054, rec_loss 0.3854, quant_error 0.0430, codebook_utilization 0.1695, codebook_perplexity 2060.1356,
Train Epoch: [1/4] Iters:[100/40036] loss 0.3774, vq_loss 0.0053, rec_loss 0.3721, quant_error 0.0426, codebook_utilization 0.1693, codebook_perplexity 2056.2497,
Train Epoch: [1/4] Iters:[110/40036] loss 0.3690, vq_loss 0.0053, rec_loss 0.3637, quant_error 0.0422, codebook_utilization 0.1688, codebook_perplexity 2048.4998,
Train Epoch: [1/4] Iters:[120/40036] loss 0.3552, vq_loss 0.0052, rec_loss 0.3500, quant_error 0.0418, codebook_utilization 0.1685, codebook_perplexity 2038.4213,
Train Epoch: [1/4] Iters:[130/40036] loss 0.3446, vq_loss 0.0052, rec_loss 0.3394, quant_error 0.0414, codebook_utilization 0.1682, codebook_perplexity 2031.1335,
Train Epoch: [1/4] Iters:[140/40036] loss 0.3359, vq_loss 0.0051, rec_loss 0.3308, quant_error 0.0408, codebook_utilization 0.1684, codebook_perplexity 2030.3416,
Train Epoch: [1/4] Iters:[150/40036] loss 0.3267, vq_loss 0.0050, rec_loss 0.3218, quant_error 0.0399, codebook_utilization 0.1688, codebook_perplexity 2032.2898,
Train Epoch: [1/4] Iters:[160/40036] loss 0.3152, vq_loss 0.0049, rec_loss 0.3104, quant_error 0.0389, codebook_utilization 0.1688, codebook_perplexity 2018.9700,
Train Epoch: [1/4] Iters:[170/40036] loss 0.3074, vq_loss 0.0048, rec_loss 0.3026, quant_error 0.0382, codebook_utilization 0.1675, codebook_perplexity 1980.4646,
Train Epoch: [1/4] Iters:[180/40036] loss 0.2944, vq_loss 0.0047, rec_loss 0.2897, quant_error 0.0378, codebook_utilization 0.1648, codebook_perplexity 1898.3684,
Train Epoch: [1/4] Iters:[190/40036] loss 0.2793, vq_loss 0.0047, rec_loss 0.2746, quant_error 0.0377, codebook_utilization 0.1612, codebook_perplexity 1816.9211,
Train Epoch: [1/4] Iters:[200/40036] loss 0.2633, vq_loss 0.0047, rec_loss 0.2587, quant_error 0.0375, codebook_utilization 0.1580, codebook_perplexity 1760.9902,
Train Epoch: [1/4] Iters:[210/40036] loss 0.2496, vq_loss 0.0046, rec_loss 0.2450, quant_error 0.0369, codebook_utilization 0.1556, codebook_perplexity 1733.2919,
Train Epoch: [1/4] Iters:[220/40036] loss 0.2328, vq_loss 0.0045, rec_loss 0.2283, quant_error 0.0360, codebook_utilization 0.1540, codebook_perplexity 1737.6016,
Train Epoch: [1/4] Iters:[230/40036] loss 0.2205, vq_loss 0.0043, rec_loss 0.2162, quant_error 0.0346, codebook_utilization 0.1530, codebook_perplexity 1757.0078,
Train Epoch: [1/4] Iters:[240/40036] loss 0.2107, vq_loss 0.0041, rec_loss 0.2066, quant_error 0.0329, codebook_utilization 0.1526, codebook_perplexity 1770.5576,
Train Epoch: [1/4] Iters:[250/40036] loss 0.2059, vq_loss 0.0039, rec_loss 0.2020, quant_error 0.0314, codebook_utilization 0.1517, codebook_perplexity 1756.1591,
Train Epoch: [1/4] Iters:[260/40036] loss 0.1983, vq_loss 0.0038, rec_loss 0.1945, quant_error 0.0301, codebook_utilization 0.1501, codebook_perplexity 1721.0218,
Train Epoch: [1/4] Iters:[270/40036] loss 0.1923, vq_loss 0.0036, rec_loss 0.1887, quant_error 0.0290, codebook_utilization 0.1491, codebook_perplexity 1680.9264,
Train Epoch: [1/4] Iters:[280/40036] loss 0.1848, vq_loss 0.0035, rec_loss 0.1813, quant_error 0.0279, codebook_utilization 0.1485, codebook_perplexity 1655.5832,
Train Epoch: [1/4] Iters:[290/40036] loss 0.1749, vq_loss 0.0034, rec_loss 0.1715, quant_error 0.0270, codebook_utilization 0.1474, codebook_perplexity 1627.0811,
Train Epoch: [1/4] Iters:[300/40036] loss 0.1652, vq_loss 0.0033, rec_loss 0.1619, quant_error 0.0262, codebook_utilization 0.1464, codebook_perplexity 1610.9581,
Train Epoch: [1/4] Iters:[310/40036] loss 0.1566, vq_loss 0.0032, rec_loss 0.1534, quant_error 0.0255, codebook_utilization 0.1460, codebook_perplexity 1616.4497,
Train Epoch: [1/4] Iters:[320/40036] loss 0.1485, vq_loss 0.0031, rec_loss 0.1454, quant_error 0.0249, codebook_utilization 0.1459, codebook_perplexity 1618.8850,
Train Epoch: [1/4] Iters:[330/40036] loss 0.1429, vq_loss 0.0030, rec_loss 0.1399, quant_error 0.0242, codebook_utilization 0.1463, codebook_perplexity 1646.3673,
Train Epoch: [1/4] Iters:[340/40036] loss 0.1377, vq_loss 0.0029, rec_loss 0.1348, quant_error 0.0235, codebook_utilization 0.1473, codebook_perplexity 1687.1255,
Train Epoch: [1/4] Iters:[350/40036] loss 0.1314, vq_loss 0.0029, rec_loss 0.1286, quant_error 0.0228, codebook_utilization 0.1486, codebook_perplexity 1720.0046,
Train Epoch: [1/4] Iters:[360/40036] loss 0.1279, vq_loss 0.0028, rec_loss 0.1251, quant_error 0.0222, codebook_utilization 0.1499, codebook_perplexity 1756.4826,
Train Epoch: [1/4] Iters:[370/40036] loss 0.1241, vq_loss 0.0027, rec_loss 0.1214, quant_error 0.0216, codebook_utilization 0.1512, codebook_perplexity 1795.3490,
Train Epoch: [1/4] Iters:[380/40036] loss 0.1204, vq_loss 0.0026, rec_loss 0.1177, quant_error 0.0209, codebook_utilization 0.1526, codebook_perplexity 1825.3293,
Train Epoch: [1/4] Iters:[390/40036] loss 0.1176, vq_loss 0.0025, rec_loss 0.1151, quant_error 0.0203, codebook_utilization 0.1538, codebook_perplexity 1841.0332,
Train Epoch: [1/4] Iters:[400/40036] loss 0.1151, vq_loss 0.0025, rec_loss 0.1127, quant_error 0.0197, codebook_utilization 0.1552, codebook_perplexity 1866.1473,
Train Epoch: [1/4] Iters:[410/40036] loss 0.1123, vq_loss 0.0024, rec_loss 0.1099, quant_error 0.0191, codebook_utilization 0.1560, codebook_perplexity 1871.8766,
Train Epoch: [1/4] Iters:[420/40036] loss 0.1096, vq_loss 0.0023, rec_loss 0.1072, quant_error 0.0185, codebook_utilization 0.1565, codebook_perplexity 1877.7227,
Train Epoch: [1/4] Iters:[430/40036] loss 0.1073, vq_loss 0.0023, rec_loss 0.1050, quant_error 0.0180, codebook_utilization 0.1570, codebook_perplexity 1882.9414,
Train Epoch: [1/4] Iters:[440/40036] loss 0.1052, vq_loss 0.0022, rec_loss 0.1031, quant_error 0.0176, codebook_utilization 0.1582, codebook_perplexity 1911.7688,
Train Epoch: [1/4] Iters:[450/40036] loss 0.1031, vq_loss 0.0021, rec_loss 0.1010, quant_error 0.0171, codebook_utilization 0.1592, codebook_perplexity 1925.9876,
Train Epoch: [1/4] Iters:[460/40036] loss 0.1005, vq_loss 0.0021, rec_loss 0.0984, quant_error 0.0167, codebook_utilization 0.1603, codebook_perplexity 1956.2726,
Train Epoch: [1/4] Iters:[470/40036] loss 0.1004, vq_loss 0.0020, rec_loss 0.0983, quant_error 0.0164, codebook_utilization 0.1614, codebook_perplexity 1974.8107,
Train Epoch: [1/4] Iters:[480/40036] loss 0.0990, vq_loss 0.0020, rec_loss 0.0970, quant_error 0.0161, codebook_utilization 0.1618, codebook_perplexity 1983.6518,
Train Epoch: [1/4] Iters:[490/40036] loss 0.0972, vq_loss 0.0020, rec_loss 0.0952, quant_error 0.0158, codebook_utilization 0.1622, codebook_perplexity 1994.3961,
Train Epoch: [1/4] Iters:[500/40036] loss 0.0967, vq_loss 0.0019, rec_loss 0.0948, quant_error 0.0155, codebook_utilization 0.1625, codebook_perplexity 2005.0935,
Train Epoch: [1/4] Iters:[510/40036] loss 0.0976, vq_loss 0.0019, rec_loss 0.0957, quant_error 0.0152, codebook_utilization 0.1622, codebook_perplexity 1995.6355,
Train Epoch: [1/4] Iters:[520/40036] loss 0.0953, vq_loss 0.0019, rec_loss 0.0934, quant_error 0.0150, codebook_utilization 0.1628, codebook_perplexity 2011.5906,
Train Epoch: [1/4] Iters:[530/40036] loss 0.0942, vq_loss 0.0018, rec_loss 0.0923, quant_error 0.0147, codebook_utilization 0.1639, codebook_perplexity 2034.5645,
Train Epoch: [1/4] Iters:[540/40036] loss 0.0930, vq_loss 0.0018, rec_loss 0.0912, quant_error 0.0146, codebook_utilization 0.1647, codebook_perplexity 2041.7336,
Train Epoch: [1/4] Iters:[550/40036] loss 0.0921, vq_loss 0.0018, rec_loss 0.0903, quant_error 0.0144, codebook_utilization 0.1653, codebook_perplexity 2054.9208,
Train Epoch: [1/4] Iters:[560/40036] loss 0.0905, vq_loss 0.0018, rec_loss 0.0888, quant_error 0.0142, codebook_utilization 0.1665, codebook_perplexity 2077.2997,
Train Epoch: [1/4] Iters:[570/40036] loss 0.0910, vq_loss 0.0018, rec_loss 0.0893, quant_error 0.0141, codebook_utilization 0.1671, codebook_perplexity 2086.6745,
Train Epoch: [1/4] Iters:[580/40036] loss 0.0899, vq_loss 0.0017, rec_loss 0.0882, quant_error 0.0139, codebook_utilization 0.1672, codebook_perplexity 2086.9759,
Train Epoch: [1/4] Iters:[590/40036] loss 0.0894, vq_loss 0.0017, rec_loss 0.0877, quant_error 0.0136, codebook_utilization 0.1673, codebook_perplexity 2092.3314,
Train Epoch: [1/4] Iters:[600/40036] loss 0.0889, vq_loss 0.0017, rec_loss 0.0872, quant_error 0.0135, codebook_utilization 0.1680, codebook_perplexity 2104.6246,
Train Epoch: [1/4] Iters:[610/40036] loss 0.0873, vq_loss 0.0017, rec_loss 0.0857, quant_error 0.0135, codebook_utilization 0.1685, codebook_perplexity 2111.3484,
Train Epoch: [1/4] Iters:[620/40036] loss 0.0859, vq_loss 0.0017, rec_loss 0.0842, quant_error 0.0133, codebook_utilization 0.1687, codebook_perplexity 2118.4978,
Train Epoch: [1/4] Iters:[630/40036] loss 0.0857, vq_loss 0.0017, rec_loss 0.0840, quant_error 0.0133, codebook_utilization 0.1692, codebook_perplexity 2130.8044,
Train Epoch: [1/4] Iters:[640/40036] loss 0.0858, vq_loss 0.0017, rec_loss 0.0841, quant_error 0.0132, codebook_utilization 0.1698, codebook_perplexity 2142.2219,
Train Epoch: [1/4] Iters:[650/40036] loss 0.0841, vq_loss 0.0016, rec_loss 0.0825, quant_error 0.0131, codebook_utilization 0.1696, codebook_perplexity 2135.4777,
Train Epoch: [1/4] Iters:[660/40036] loss 0.0838, vq_loss 0.0016, rec_loss 0.0822, quant_error 0.0129, codebook_utilization 0.1692, codebook_perplexity 2129.9116,
Train Epoch: [1/4] Iters:[670/40036] loss 0.0830, vq_loss 0.0016, rec_loss 0.0814, quant_error 0.0127, codebook_utilization 0.1690, codebook_perplexity 2125.4265,
Train Epoch: [1/4] Iters:[680/40036] loss 0.0824, vq_loss 0.0016, rec_loss 0.0808, quant_error 0.0126, codebook_utilization 0.1690, codebook_perplexity 2125.4639,
Train Epoch: [1/4] Iters:[690/40036] loss 0.0804, vq_loss 0.0015, rec_loss 0.0788, quant_error 0.0124, codebook_utilization 0.1685, codebook_perplexity 2116.2774,
Train Epoch: [1/4] Iters:[700/40036] loss 0.0799, vq_loss 0.0015, rec_loss 0.0784, quant_error 0.0122, codebook_utilization 0.1685, codebook_perplexity 2119.5899,
Train Epoch: [1/4] Iters:[710/40036] loss 0.0797, vq_loss 0.0015, rec_loss 0.0782, quant_error 0.0121, codebook_utilization 0.1689, codebook_perplexity 2126.5357,
Train Epoch: [1/4] Iters:[720/40036] loss 0.0786, vq_loss 0.0015, rec_loss 0.0771, quant_error 0.0120, codebook_utilization 0.1692, codebook_perplexity 2131.4600,
Train Epoch: [1/4] Iters:[730/40036] loss 0.0787, vq_loss 0.0015, rec_loss 0.0772, quant_error 0.0119, codebook_utilization 0.1694, codebook_perplexity 2137.0304,
Train Epoch: [1/4] Iters:[740/40036] loss 0.0792, vq_loss 0.0015, rec_loss 0.0777, quant_error 0.0119, codebook_utilization 0.1698, codebook_perplexity 2144.8206,
Train Epoch: [1/4] Iters:[750/40036] loss 0.0795, vq_loss 0.0015, rec_loss 0.0780, quant_error 0.0119, codebook_utilization 0.1703, codebook_perplexity 2156.3863,
Train Epoch: [1/4] Iters:[760/40036] loss 0.0794, vq_loss 0.0015, rec_loss 0.0779, quant_error 0.0119, codebook_utilization 0.1706, codebook_perplexity 2165.7356,
