dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: ImageNet
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 50000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: vanilla_quantizer
resume: False
epochs: 4
eval_epochs: 1
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 5000
decay_iters: 50000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/ImageNet
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/ImageNet
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/ImageNet
data_pre: ImageNet
model_pre: model_50000_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: vanilla_quantizer_4
saver_name_pre: vanilla_quantizer_4_ImageNet_model_50000_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
len train_dataloader: 40036
len val_dataloader: 782
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/4] Iters:[10/40036] loss 0.5345, vq_loss 0.0858, rec_loss 0.4486, quant_error 0.3433, codebook_utilization 0.0242, codebook_perplexity 468.5532,
Train Epoch: [1/4] Iters:[20/40036] loss 0.5205, vq_loss 0.0848, rec_loss 0.4357, quant_error 0.3391, codebook_utilization 0.0217, codebook_perplexity 432.7312,
Train Epoch: [1/4] Iters:[30/40036] loss 0.5068, vq_loss 0.0826, rec_loss 0.4242, quant_error 0.3305, codebook_utilization 0.0191, codebook_perplexity 397.2985,
Train Epoch: [1/4] Iters:[40/40036] loss 0.4961, vq_loss 0.0799, rec_loss 0.4162, quant_error 0.3195, codebook_utilization 0.0169, codebook_perplexity 365.8081,
Train Epoch: [1/4] Iters:[50/40036] loss 0.4807, vq_loss 0.0772, rec_loss 0.4034, quant_error 0.3089, codebook_utilization 0.0151, codebook_perplexity 336.6037,
Train Epoch: [1/4] Iters:[60/40036] loss 0.4564, vq_loss 0.0720, rec_loss 0.3844, quant_error 0.2879, codebook_utilization 0.0116, codebook_perplexity 280.3212,
Train Epoch: [1/4] Iters:[70/40036] loss 0.4331, vq_loss 0.0665, rec_loss 0.3666, quant_error 0.2660, codebook_utilization 0.0089, codebook_perplexity 232.2371,
Train Epoch: [1/4] Iters:[80/40036] loss 0.4137, vq_loss 0.0617, rec_loss 0.3520, quant_error 0.2468, codebook_utilization 0.0071, codebook_perplexity 194.7366,
Train Epoch: [1/4] Iters:[90/40036] loss 0.3977, vq_loss 0.0579, rec_loss 0.3398, quant_error 0.2317, codebook_utilization 0.0059, codebook_perplexity 166.5952,
Train Epoch: [1/4] Iters:[100/40036] loss 0.3843, vq_loss 0.0547, rec_loss 0.3295, quant_error 0.2190, codebook_utilization 0.0051, codebook_perplexity 148.3998,
Train Epoch: [1/4] Iters:[110/40036] loss 0.3733, vq_loss 0.0529, rec_loss 0.3205, quant_error 0.2115, codebook_utilization 0.0045, codebook_perplexity 135.6046,
Train Epoch: [1/4] Iters:[120/40036] loss 0.3687, vq_loss 0.0517, rec_loss 0.3170, quant_error 0.2067, codebook_utilization 0.0041, codebook_perplexity 127.9346,
Train Epoch: [1/4] Iters:[130/40036] loss 0.3642, vq_loss 0.0514, rec_loss 0.3129, quant_error 0.2056, codebook_utilization 0.0038, codebook_perplexity 121.1824,
Train Epoch: [1/4] Iters:[140/40036] loss 0.3608, vq_loss 0.0529, rec_loss 0.3079, quant_error 0.2118, codebook_utilization 0.0036, codebook_perplexity 112.4268,
Train Epoch: [1/4] Iters:[150/40036] loss 0.3661, vq_loss 0.0571, rec_loss 0.3090, quant_error 0.2285, codebook_utilization 0.0035, codebook_perplexity 100.6238,
Train Epoch: [1/4] Iters:[160/40036] loss 0.3750, vq_loss 0.0655, rec_loss 0.3094, quant_error 0.2622, codebook_utilization 0.0034, codebook_perplexity 87.1733,
Train Epoch: [1/4] Iters:[170/40036] loss 0.3852, vq_loss 0.0778, rec_loss 0.3075, quant_error 0.3111, codebook_utilization 0.0032, codebook_perplexity 72.8868,
Train Epoch: [1/4] Iters:[180/40036] loss 0.3985, vq_loss 0.0928, rec_loss 0.3056, quant_error 0.3713, codebook_utilization 0.0030, codebook_perplexity 60.1301,
Train Epoch: [1/4] Iters:[190/40036] loss 0.4129, vq_loss 0.1071, rec_loss 0.3058, quant_error 0.4284, codebook_utilization 0.0029, codebook_perplexity 50.7391,
Train Epoch: [1/4] Iters:[200/40036] loss 0.4228, vq_loss 0.1194, rec_loss 0.3034, quant_error 0.4775, codebook_utilization 0.0027, codebook_perplexity 44.6148,
Train Epoch: [1/4] Iters:[210/40036] loss 0.4277, vq_loss 0.1290, rec_loss 0.2987, quant_error 0.5161, codebook_utilization 0.0025, codebook_perplexity 41.5058,
Train Epoch: [1/4] Iters:[220/40036] loss 0.4317, vq_loss 0.1352, rec_loss 0.2965, quant_error 0.5408, codebook_utilization 0.0024, codebook_perplexity 40.4522,
Train Epoch: [1/4] Iters:[230/40036] loss 0.4374, vq_loss 0.1381, rec_loss 0.2993, quant_error 0.5524, codebook_utilization 0.0023, codebook_perplexity 40.2456,
Train Epoch: [1/4] Iters:[240/40036] loss 0.4421, vq_loss 0.1422, rec_loss 0.2999, quant_error 0.5687, codebook_utilization 0.0022, codebook_perplexity 39.2635,
Train Epoch: [1/4] Iters:[250/40036] loss 0.4511, vq_loss 0.1494, rec_loss 0.3017, quant_error 0.5976, codebook_utilization 0.0021, codebook_perplexity 38.3245,
Train Epoch: [1/4] Iters:[260/40036] loss 0.4604, vq_loss 0.1548, rec_loss 0.3055, quant_error 0.6194, codebook_utilization 0.0020, codebook_perplexity 37.4209,
Train Epoch: [1/4] Iters:[270/40036] loss 0.4713, vq_loss 0.1650, rec_loss 0.3062, quant_error 0.6601, codebook_utilization 0.0020, codebook_perplexity 35.5429,
Train Epoch: [1/4] Iters:[280/40036] loss 0.4808, vq_loss 0.1769, rec_loss 0.3040, quant_error 0.7075, codebook_utilization 0.0019, codebook_perplexity 33.6259,
Train Epoch: [1/4] Iters:[290/40036] loss 0.4961, vq_loss 0.1935, rec_loss 0.3027, quant_error 0.7739, codebook_utilization 0.0018, codebook_perplexity 32.7046,
Train Epoch: [1/4] Iters:[300/40036] loss 0.5166, vq_loss 0.2145, rec_loss 0.3021, quant_error 0.8578, codebook_utilization 0.0018, codebook_perplexity 31.1476,
Train Epoch: [1/4] Iters:[310/40036] loss 0.5456, vq_loss 0.2444, rec_loss 0.3012, quant_error 0.9776, codebook_utilization 0.0017, codebook_perplexity 29.0512,
Train Epoch: [1/4] Iters:[320/40036] loss 0.5803, vq_loss 0.2763, rec_loss 0.3040, quant_error 1.1050, codebook_utilization 0.0016, codebook_perplexity 27.6879,
Train Epoch: [1/4] Iters:[330/40036] loss 0.6330, vq_loss 0.3298, rec_loss 0.3032, quant_error 1.3190, codebook_utilization 0.0016, codebook_perplexity 25.6760,
Train Epoch: [1/4] Iters:[340/40036] loss 0.7110, vq_loss 0.4102, rec_loss 0.3008, quant_error 1.6407, codebook_utilization 0.0015, codebook_perplexity 23.1417,
Train Epoch: [1/4] Iters:[350/40036] loss 0.8033, vq_loss 0.5000, rec_loss 0.3032, quant_error 2.0000, codebook_utilization 0.0014, codebook_perplexity 21.3233,
Train Epoch: [1/4] Iters:[360/40036] loss 0.9407, vq_loss 0.6345, rec_loss 0.3061, quant_error 2.5381, codebook_utilization 0.0014, codebook_perplexity 18.9804,
Train Epoch: [1/4] Iters:[370/40036] loss 1.1452, vq_loss 0.8402, rec_loss 0.3050, quant_error 3.3608, codebook_utilization 0.0013, codebook_perplexity 15.8971,
Train Epoch: [1/4] Iters:[380/40036] loss 1.4191, vq_loss 1.1149, rec_loss 0.3041, quant_error 4.4597, codebook_utilization 0.0013, codebook_perplexity 13.3541,
Train Epoch: [1/4] Iters:[390/40036] loss 1.8157, vq_loss 1.5081, rec_loss 0.3076, quant_error 6.0325, codebook_utilization 0.0012, codebook_perplexity 11.0835,
Train Epoch: [1/4] Iters:[400/40036] loss 2.3376, vq_loss 2.0325, rec_loss 0.3051, quant_error 8.1300, codebook_utilization 0.0011, codebook_perplexity 8.6036,
