dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 4096
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_4096_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_30
saver_name_pre: ema_quantizer_30_FFHQ_model_4096_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.2912, vq_loss 0.0162, rec_loss 0.2750, quant_error 0.1292, codebook_utilization 0.0606, codebook_perplexity 85.4147,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2201, vq_loss 0.0104, rec_loss 0.2096, quant_error 0.0835, codebook_utilization 0.0564, codebook_perplexity 96.8368,
Train Epoch: [1/30] Iters:[30/2187] loss 0.1845, vq_loss 0.0077, rec_loss 0.1768, quant_error 0.0612, codebook_utilization 0.0983, codebook_perplexity 174.5990,
Train Epoch: [1/30] Iters:[40/2187] loss 0.1628, vq_loss 0.0061, rec_loss 0.1566, quant_error 0.0489, codebook_utilization 0.1439, codebook_perplexity 267.0003,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1470, vq_loss 0.0053, rec_loss 0.1417, quant_error 0.0424, codebook_utilization 0.1725, codebook_perplexity 310.4888,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1034, vq_loss 0.0024, rec_loss 0.1010, quant_error 0.0194, codebook_utilization 0.2192, codebook_perplexity 394.9668,
Train Epoch: [1/30] Iters:[70/2187] loss 0.0869, vq_loss 0.0017, rec_loss 0.0852, quant_error 0.0138, codebook_utilization 0.2707, codebook_perplexity 496.9131,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0766, vq_loss 0.0015, rec_loss 0.0751, quant_error 0.0119, codebook_utilization 0.2986, codebook_perplexity 576.3037,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0686, vq_loss 0.0014, rec_loss 0.0672, quant_error 0.0110, codebook_utilization 0.3108, codebook_perplexity 624.0708,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0623, vq_loss 0.0012, rec_loss 0.0611, quant_error 0.0093, codebook_utilization 0.3230, codebook_perplexity 687.6150,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0593, vq_loss 0.0010, rec_loss 0.0583, quant_error 0.0082, codebook_utilization 0.3331, codebook_perplexity 735.1582,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0568, vq_loss 0.0011, rec_loss 0.0557, quant_error 0.0085, codebook_utilization 0.3368, codebook_perplexity 742.0987,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0551, vq_loss 0.0011, rec_loss 0.0540, quant_error 0.0089, codebook_utilization 0.3402, codebook_perplexity 742.3639,
Train Epoch: [1/30] Iters:[140/2187] loss 0.0529, vq_loss 0.0011, rec_loss 0.0517, quant_error 0.0090, codebook_utilization 0.3397, codebook_perplexity 738.1188,
Train Epoch: [1/30] Iters:[150/2187] loss 0.0514, vq_loss 0.0011, rec_loss 0.0503, quant_error 0.0087, codebook_utilization 0.3419, codebook_perplexity 752.4963,
Train Epoch: [1/30] Iters:[160/2187] loss 0.0485, vq_loss 0.0010, rec_loss 0.0475, quant_error 0.0082, codebook_utilization 0.3463, codebook_perplexity 779.3487,
Train Epoch: [1/30] Iters:[170/2187] loss 0.0462, vq_loss 0.0009, rec_loss 0.0453, quant_error 0.0072, codebook_utilization 0.3540, codebook_perplexity 824.8621,
Train Epoch: [1/30] Iters:[180/2187] loss 0.0437, vq_loss 0.0008, rec_loss 0.0429, quant_error 0.0065, codebook_utilization 0.3607, codebook_perplexity 865.4433,
Train Epoch: [1/30] Iters:[190/2187] loss 0.0417, vq_loss 0.0008, rec_loss 0.0410, quant_error 0.0060, codebook_utilization 0.3684, codebook_perplexity 908.3458,
Train Epoch: [1/30] Iters:[200/2187] loss 0.0407, vq_loss 0.0007, rec_loss 0.0400, quant_error 0.0059, codebook_utilization 0.3729, codebook_perplexity 938.5653,
