dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: vanilla_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_16384_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: vanilla_quantizer_30
saver_name_pre: vanilla_quantizer_30_FFHQ_model_16384_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3701, vq_loss 0.0695, rec_loss 0.3006, quant_error 0.2779, codebook_utilization 0.0164, codebook_perplexity 83.1562,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3252, vq_loss 0.0432, rec_loss 0.2821, quant_error 0.1727, codebook_utilization 0.0130, codebook_perplexity 71.8338,
Train Epoch: [1/30] Iters:[30/2187] loss 0.3107, vq_loss 0.0318, rec_loss 0.2789, quant_error 0.1271, codebook_utilization 0.0112, codebook_perplexity 65.1351,
Train Epoch: [1/30] Iters:[40/2187] loss 0.3030, vq_loss 0.0272, rec_loss 0.2758, quant_error 0.1087, codebook_utilization 0.0099, codebook_perplexity 56.0388,
Train Epoch: [1/30] Iters:[50/2187] loss 0.3080, vq_loss 0.0347, rec_loss 0.2733, quant_error 0.1386, codebook_utilization 0.0087, codebook_perplexity 47.4689,
Train Epoch: [1/30] Iters:[60/2187] loss 0.5168, vq_loss 0.2493, rec_loss 0.2674, quant_error 0.9973, codebook_utilization 0.0060, codebook_perplexity 31.9005,
Train Epoch: [1/30] Iters:[70/2187] loss 1.8667, vq_loss 1.6015, rec_loss 0.2652, quant_error 6.4059, codebook_utilization 0.0044, codebook_perplexity 20.3836,
Train Epoch: [1/30] Iters:[80/2187] loss 3.2850, vq_loss 3.0280, rec_loss 0.2569, quant_error 12.1122, codebook_utilization 0.0032, codebook_perplexity 10.5754,
Train Epoch: [1/30] Iters:[90/2187] loss 4.6257, vq_loss 4.3786, rec_loss 0.2471, quant_error 17.5143, codebook_utilization 0.0023, codebook_perplexity 5.3889,
Train Epoch: [1/30] Iters:[100/2187] loss 6.4749, vq_loss 6.2409, rec_loss 0.2340, quant_error 24.9637, codebook_utilization 0.0018, codebook_perplexity 3.3545,
Train Epoch: [1/30] Iters:[110/2187] loss 8.5536, vq_loss 8.3370, rec_loss 0.2166, quant_error 33.3480, codebook_utilization 0.0016, codebook_perplexity 2.8873,
Train Epoch: [1/30] Iters:[120/2187] loss 10.2038, vq_loss 10.0038, rec_loss 0.2000, quant_error 40.0153, codebook_utilization 0.0016, codebook_perplexity 2.8587,
Train Epoch: [1/30] Iters:[130/2187] loss 12.1702, vq_loss 11.9830, rec_loss 0.1872, quant_error 47.9321, codebook_utilization 0.0015, codebook_perplexity 2.8648,
Train Epoch: [1/30] Iters:[140/2187] loss 13.8032, vq_loss 13.6271, rec_loss 0.1761, quant_error 54.5085, codebook_utilization 0.0014, codebook_perplexity 2.8568,
Train Epoch: [1/30] Iters:[150/2187] loss 14.8363, vq_loss 14.6704, rec_loss 0.1659, quant_error 58.6814, codebook_utilization 0.0013, codebook_perplexity 2.8073,
Train Epoch: [1/30] Iters:[160/2187] loss 15.0252, vq_loss 14.8676, rec_loss 0.1576, quant_error 59.4703, codebook_utilization 0.0013, codebook_perplexity 2.7730,
Train Epoch: [1/30] Iters:[170/2187] loss 14.2558, vq_loss 14.1058, rec_loss 0.1500, quant_error 56.4231, codebook_utilization 0.0012, codebook_perplexity 2.7756,
Train Epoch: [1/30] Iters:[180/2187] loss 13.3389, vq_loss 13.1944, rec_loss 0.1445, quant_error 52.7776, codebook_utilization 0.0012, codebook_perplexity 2.7714,
Train Epoch: [1/30] Iters:[190/2187] loss 12.7780, vq_loss 12.6402, rec_loss 0.1379, quant_error 50.5608, codebook_utilization 0.0012, codebook_perplexity 2.7593,
Train Epoch: [1/30] Iters:[200/2187] loss 12.4180, vq_loss 12.2842, rec_loss 0.1338, quant_error 49.1369, codebook_utilization 0.0012, codebook_perplexity 2.7461,
Train Epoch: [1/30] Iters:[210/2187] loss 12.3583, vq_loss 12.2303, rec_loss 0.1280, quant_error 48.9211, codebook_utilization 0.0012, codebook_perplexity 2.7373,
Train Epoch: [1/30] Iters:[220/2187] loss 12.6711, vq_loss 12.5456, rec_loss 0.1255, quant_error 50.1824, codebook_utilization 0.0012, codebook_perplexity 2.7355,
Train Epoch: [1/30] Iters:[230/2187] loss 12.9946, vq_loss 12.8710, rec_loss 0.1236, quant_error 51.4841, codebook_utilization 0.0011, codebook_perplexity 2.7236,
Train Epoch: [1/30] Iters:[240/2187] loss 13.7588, vq_loss 13.6302, rec_loss 0.1287, quant_error 54.5207, codebook_utilization 0.0010, codebook_perplexity 2.7148,
Train Epoch: [1/30] Iters:[250/2187] loss 14.1932, vq_loss 14.0630, rec_loss 0.1302, quant_error 56.2522, codebook_utilization 0.0009, codebook_perplexity 2.7124,
Train Epoch: [1/30] Iters:[260/2187] loss 15.6258, vq_loss 15.4949, rec_loss 0.1309, quant_error 61.9797, codebook_utilization 0.0008, codebook_perplexity 2.6979,
Train Epoch: [1/30] Iters:[270/2187] loss 15.0395, vq_loss 14.9084, rec_loss 0.1311, quant_error 59.6334, codebook_utilization 0.0008, codebook_perplexity 2.7241,
Train Epoch: [1/30] Iters:[280/2187] loss 14.8401, vq_loss 14.7080, rec_loss 0.1322, quant_error 58.8319, codebook_utilization 0.0008, codebook_perplexity 2.7748,
Train Epoch: [1/30] Iters:[290/2187] loss 14.0659, vq_loss 13.9425, rec_loss 0.1234, quant_error 55.7701, codebook_utilization 0.0007, codebook_perplexity 2.8282,
Train Epoch: [1/30] Iters:[300/2187] loss 13.1934, vq_loss 13.0755, rec_loss 0.1179, quant_error 52.3019, codebook_utilization 0.0008, codebook_perplexity 2.8752,
Train Epoch: [1/30] Iters:[310/2187] loss 10.5615, vq_loss 10.4464, rec_loss 0.1151, quant_error 41.7858, codebook_utilization 0.0008, codebook_perplexity 2.9389,
Train Epoch: [1/30] Iters:[320/2187] loss 11.1654, vq_loss 11.0531, rec_loss 0.1123, quant_error 44.2123, codebook_utilization 0.0007, codebook_perplexity 2.9376,
Train Epoch: [1/30] Iters:[330/2187] loss 9.5979, vq_loss 9.4912, rec_loss 0.1067, quant_error 37.9648, codebook_utilization 0.0007, codebook_perplexity 3.0237,
Train Epoch: [1/30] Iters:[340/2187] loss 8.5311, vq_loss 8.4257, rec_loss 0.1054, quant_error 33.7029, codebook_utilization 0.0007, codebook_perplexity 3.0578,
Train Epoch: [1/30] Iters:[350/2187] loss 8.2692, vq_loss 8.1654, rec_loss 0.1038, quant_error 32.6617, codebook_utilization 0.0007, codebook_perplexity 3.0987,
Train Epoch: [1/30] Iters:[360/2187] loss 8.3575, vq_loss 8.2570, rec_loss 0.1004, quant_error 33.0281, codebook_utilization 0.0007, codebook_perplexity 3.1588,
Train Epoch: [1/30] Iters:[370/2187] loss 6.8535, vq_loss 6.7556, rec_loss 0.0979, quant_error 27.0222, codebook_utilization 0.0007, codebook_perplexity 3.2581,
Train Epoch: [1/30] Iters:[380/2187] loss 6.8340, vq_loss 6.7374, rec_loss 0.0966, quant_error 26.9495, codebook_utilization 0.0008, codebook_perplexity 3.2965,
