dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 4096
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: vanilla_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_4096_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: vanilla_quantizer_30
saver_name_pre: vanilla_quantizer_30_FFHQ_model_4096_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3884, vq_loss 0.0685, rec_loss 0.3199, quant_error 0.2740, codebook_utilization 0.0644, codebook_perplexity 75.5252,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3379, vq_loss 0.0414, rec_loss 0.2965, quant_error 0.1656, codebook_utilization 0.0548, codebook_perplexity 70.5665,
Train Epoch: [1/30] Iters:[30/2187] loss 0.3147, vq_loss 0.0293, rec_loss 0.2854, quant_error 0.1174, codebook_utilization 0.0483, codebook_perplexity 63.6242,
Train Epoch: [1/30] Iters:[40/2187] loss 0.3078, vq_loss 0.0237, rec_loss 0.2841, quant_error 0.0949, codebook_utilization 0.0426, codebook_perplexity 55.4630,
Train Epoch: [1/30] Iters:[50/2187] loss 0.3039, vq_loss 0.0221, rec_loss 0.2818, quant_error 0.0884, codebook_utilization 0.0385, codebook_perplexity 48.0194,
Train Epoch: [1/30] Iters:[60/2187] loss 0.2980, vq_loss 0.0269, rec_loss 0.2711, quant_error 0.1076, codebook_utilization 0.0289, codebook_perplexity 34.7259,
Train Epoch: [1/30] Iters:[70/2187] loss 0.5802, vq_loss 0.3116, rec_loss 0.2686, quant_error 1.2463, codebook_utilization 0.0219, codebook_perplexity 22.6112,
Train Epoch: [1/30] Iters:[80/2187] loss 2.1434, vq_loss 1.8783, rec_loss 0.2652, quant_error 7.5131, codebook_utilization 0.0164, codebook_perplexity 13.2614,
Train Epoch: [1/30] Iters:[90/2187] loss 3.6062, vq_loss 3.3500, rec_loss 0.2561, quant_error 13.4001, codebook_utilization 0.0127, codebook_perplexity 7.6536,
Train Epoch: [1/30] Iters:[100/2187] loss 4.3766, vq_loss 4.1312, rec_loss 0.2455, quant_error 16.5247, codebook_utilization 0.0099, codebook_perplexity 4.6799,
Train Epoch: [1/30] Iters:[110/2187] loss 5.2619, vq_loss 5.0306, rec_loss 0.2313, quant_error 20.1224, codebook_utilization 0.0081, codebook_perplexity 3.5482,
Train Epoch: [1/30] Iters:[120/2187] loss 6.4925, vq_loss 6.2776, rec_loss 0.2149, quant_error 25.1105, codebook_utilization 0.0073, codebook_perplexity 3.1894,
Train Epoch: [1/30] Iters:[130/2187] loss 7.4297, vq_loss 7.2320, rec_loss 0.1978, quant_error 28.9279, codebook_utilization 0.0071, codebook_perplexity 3.2203,
Train Epoch: [1/30] Iters:[140/2187] loss 9.4919, vq_loss 9.3089, rec_loss 0.1830, quant_error 37.2355, codebook_utilization 0.0068, codebook_perplexity 3.2499,
Train Epoch: [1/30] Iters:[150/2187] loss 11.5518, vq_loss 11.3802, rec_loss 0.1716, quant_error 45.5208, codebook_utilization 0.0063, codebook_perplexity 3.2117,
Train Epoch: [1/30] Iters:[160/2187] loss 13.9877, vq_loss 13.8259, rec_loss 0.1618, quant_error 55.3036, codebook_utilization 0.0057, codebook_perplexity 3.1473,
Train Epoch: [1/30] Iters:[170/2187] loss 15.5555, vq_loss 15.4014, rec_loss 0.1541, quant_error 61.6056, codebook_utilization 0.0053, codebook_perplexity 3.1356,
Train Epoch: [1/30] Iters:[180/2187] loss 15.5489, vq_loss 15.3997, rec_loss 0.1492, quant_error 61.5989, codebook_utilization 0.0049, codebook_perplexity 3.1538,
Train Epoch: [1/30] Iters:[190/2187] loss 14.8966, vq_loss 14.7533, rec_loss 0.1433, quant_error 59.0132, codebook_utilization 0.0045, codebook_perplexity 3.1635,
Train Epoch: [1/30] Iters:[200/2187] loss 14.3785, vq_loss 14.2422, rec_loss 0.1363, quant_error 56.9687, codebook_utilization 0.0042, codebook_perplexity 3.1684,
Train Epoch: [1/30] Iters:[210/2187] loss 13.1135, vq_loss 12.9793, rec_loss 0.1342, quant_error 51.9171, codebook_utilization 0.0040, codebook_perplexity 3.2016,
Train Epoch: [1/30] Iters:[220/2187] loss 12.2124, vq_loss 12.0821, rec_loss 0.1302, quant_error 48.3285, codebook_utilization 0.0038, codebook_perplexity 3.2172,
Train Epoch: [1/30] Iters:[230/2187] loss 12.4220, vq_loss 12.2913, rec_loss 0.1308, quant_error 49.1651, codebook_utilization 0.0035, codebook_perplexity 3.2330,
Train Epoch: [1/30] Iters:[240/2187] loss 12.5073, vq_loss 12.3774, rec_loss 0.1299, quant_error 49.5095, codebook_utilization 0.0034, codebook_perplexity 3.2961,
Train Epoch: [1/30] Iters:[250/2187] loss 14.2094, vq_loss 14.0800, rec_loss 0.1294, quant_error 56.3201, codebook_utilization 0.0030, codebook_perplexity 3.3119,
Train Epoch: [1/30] Iters:[260/2187] loss 14.4965, vq_loss 14.3708, rec_loss 0.1257, quant_error 57.4830, codebook_utilization 0.0028, codebook_perplexity 3.3713,
Train Epoch: [1/30] Iters:[270/2187] loss 14.4595, vq_loss 14.3331, rec_loss 0.1264, quant_error 57.3324, codebook_utilization 0.0026, codebook_perplexity 3.4122,
Train Epoch: [1/30] Iters:[280/2187] loss 14.2237, vq_loss 14.1033, rec_loss 0.1204, quant_error 56.4133, codebook_utilization 0.0024, codebook_perplexity 3.4601,
Train Epoch: [1/30] Iters:[290/2187] loss 12.5406, vq_loss 12.4240, rec_loss 0.1166, quant_error 49.6960, codebook_utilization 0.0023, codebook_perplexity 3.5154,
Train Epoch: [1/30] Iters:[300/2187] loss 9.5780, vq_loss 9.4662, rec_loss 0.1118, quant_error 37.8649, codebook_utilization 0.0024, codebook_perplexity 3.5964,
Train Epoch: [1/30] Iters:[310/2187] loss 8.0943, vq_loss 7.9849, rec_loss 0.1094, quant_error 31.9397, codebook_utilization 0.0023, codebook_perplexity 3.6542,
Train Epoch: [1/30] Iters:[320/2187] loss 6.9993, vq_loss 6.8945, rec_loss 0.1047, quant_error 27.5781, codebook_utilization 0.0023, codebook_perplexity 3.7014,
Train Epoch: [1/30] Iters:[330/2187] loss 6.0096, vq_loss 5.9076, rec_loss 0.1020, quant_error 23.6305, codebook_utilization 0.0023, codebook_perplexity 3.7688,
Train Epoch: [1/30] Iters:[340/2187] loss 5.4296, vq_loss 5.3303, rec_loss 0.0993, quant_error 21.3212, codebook_utilization 0.0022, codebook_perplexity 3.8532,
Train Epoch: [1/30] Iters:[350/2187] loss 5.8103, vq_loss 5.7121, rec_loss 0.0982, quant_error 22.8485, codebook_utilization 0.0021, codebook_perplexity 3.8708,
Train Epoch: [1/30] Iters:[360/2187] loss 6.4748, vq_loss 6.3791, rec_loss 0.0957, quant_error 25.5163, codebook_utilization 0.0021, codebook_perplexity 3.9362,
Train Epoch: [1/30] Iters:[370/2187] loss 6.0575, vq_loss 5.9645, rec_loss 0.0930, quant_error 23.8581, codebook_utilization 0.0021, codebook_perplexity 4.0191,
