dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 8192
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_8192_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_30
saver_name_pre: ema_quantizer_30_FFHQ_model_8192_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.2859, vq_loss 0.0151, rec_loss 0.2709, quant_error 0.1204, codebook_utilization 0.0317, codebook_perplexity 70.6235,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2199, vq_loss 0.0092, rec_loss 0.2106, quant_error 0.0739, codebook_utilization 0.0316, codebook_perplexity 88.5732,
Train Epoch: [1/30] Iters:[30/2187] loss 0.1854, vq_loss 0.0067, rec_loss 0.1787, quant_error 0.0534, codebook_utilization 0.0613, codebook_perplexity 176.7068,
Train Epoch: [1/30] Iters:[40/2187] loss 0.1636, vq_loss 0.0053, rec_loss 0.1583, quant_error 0.0422, codebook_utilization 0.0794, codebook_perplexity 231.2547,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1477, vq_loss 0.0044, rec_loss 0.1433, quant_error 0.0355, codebook_utilization 0.0905, codebook_perplexity 264.0942,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1047, vq_loss 0.0017, rec_loss 0.1030, quant_error 0.0133, codebook_utilization 0.1125, codebook_perplexity 327.0114,
Train Epoch: [1/30] Iters:[70/2187] loss 0.0872, vq_loss 0.0012, rec_loss 0.0861, quant_error 0.0095, codebook_utilization 0.1333, codebook_perplexity 377.2681,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0764, vq_loss 0.0010, rec_loss 0.0754, quant_error 0.0083, codebook_utilization 0.1360, codebook_perplexity 379.3553,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0688, vq_loss 0.0009, rec_loss 0.0678, quant_error 0.0076, codebook_utilization 0.1367, codebook_perplexity 383.7269,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0633, vq_loss 0.0008, rec_loss 0.0625, quant_error 0.0066, codebook_utilization 0.1376, codebook_perplexity 394.1616,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0601, vq_loss 0.0007, rec_loss 0.0594, quant_error 0.0056, codebook_utilization 0.1380, codebook_perplexity 410.3451,
