dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 100000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_100000_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_30
saver_name_pre: online_quantizer_30_FFHQ_model_100000_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3822, vq_loss 0.0789, rec_loss 0.3034, quant_error 0.3154, codebook_utilization 0.0020, codebook_perplexity 34.8050,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3011, vq_loss 0.0581, rec_loss 0.2429, quant_error 0.2325, codebook_utilization 0.0015, codebook_perplexity 23.3853,
Train Epoch: [1/30] Iters:[30/2187] loss 0.2570, vq_loss 0.0493, rec_loss 0.2077, quant_error 0.1973, codebook_utilization 0.0013, codebook_perplexity 19.3706,
Train Epoch: [1/30] Iters:[40/2187] loss 0.2295, vq_loss 0.0436, rec_loss 0.1859, quant_error 0.1746, codebook_utilization 0.0011, codebook_perplexity 17.4354,
Train Epoch: [1/30] Iters:[50/2187] loss 0.2095, vq_loss 0.0402, rec_loss 0.1694, quant_error 0.1606, codebook_utilization 0.0010, codebook_perplexity 16.4542,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1552, vq_loss 0.0296, rec_loss 0.1256, quant_error 0.1182, codebook_utilization 0.0008, codebook_perplexity 11.9418,
Train Epoch: [1/30] Iters:[70/2187] loss 0.1312, vq_loss 0.0272, rec_loss 0.1040, quant_error 0.1088, codebook_utilization 0.0007, codebook_perplexity 11.9639,
Train Epoch: [1/30] Iters:[80/2187] loss 0.1164, vq_loss 0.0257, rec_loss 0.0908, quant_error 0.1027, codebook_utilization 0.0006, codebook_perplexity 11.9326,
Train Epoch: [1/30] Iters:[90/2187] loss 0.1053, vq_loss 0.0252, rec_loss 0.0801, quant_error 0.1009, codebook_utilization 0.0006, codebook_perplexity 11.8927,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0968, vq_loss 0.0248, rec_loss 0.0720, quant_error 0.0991, codebook_utilization 0.0005, codebook_perplexity 11.6139,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0912, vq_loss 0.0243, rec_loss 0.0669, quant_error 0.0973, codebook_utilization 0.0005, codebook_perplexity 11.3778,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0885, vq_loss 0.0240, rec_loss 0.0644, quant_error 0.0961, codebook_utilization 0.0005, codebook_perplexity 11.4780,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0854, vq_loss 0.0238, rec_loss 0.0616, quant_error 0.0954, codebook_utilization 0.0005, codebook_perplexity 11.8867,
Train Epoch: [1/30] Iters:[140/2187] loss 0.0824, vq_loss 0.0234, rec_loss 0.0590, quant_error 0.0937, codebook_utilization 0.0005, codebook_perplexity 12.3869,
Train Epoch: [1/30] Iters:[150/2187] loss 0.0801, vq_loss 0.0229, rec_loss 0.0572, quant_error 0.0918, codebook_utilization 0.0005, codebook_perplexity 13.2184,
Train Epoch: [1/30] Iters:[160/2187] loss 0.0786, vq_loss 0.0224, rec_loss 0.0562, quant_error 0.0896, codebook_utilization 0.0006, codebook_perplexity 14.3169,
Train Epoch: [1/30] Iters:[170/2187] loss 0.0762, vq_loss 0.0216, rec_loss 0.0546, quant_error 0.0866, codebook_utilization 0.0006, codebook_perplexity 15.4045,
Train Epoch: [1/30] Iters:[180/2187] loss 0.0743, vq_loss 0.0210, rec_loss 0.0534, quant_error 0.0839, codebook_utilization 0.0006, codebook_perplexity 16.5802,
Train Epoch: [1/30] Iters:[190/2187] loss 0.0730, vq_loss 0.0204, rec_loss 0.0527, quant_error 0.0814, codebook_utilization 0.0006, codebook_perplexity 17.9192,
Train Epoch: [1/30] Iters:[200/2187] loss 0.0721, vq_loss 0.0198, rec_loss 0.0524, quant_error 0.0790, codebook_utilization 0.0006, codebook_perplexity 19.2800,
Train Epoch: [1/30] Iters:[210/2187] loss 0.0710, vq_loss 0.0192, rec_loss 0.0519, quant_error 0.0767, codebook_utilization 0.0006, codebook_perplexity 20.5178,
Train Epoch: [1/30] Iters:[220/2187] loss 0.0701, vq_loss 0.0186, rec_loss 0.0516, quant_error 0.0744, codebook_utilization 0.0006, codebook_perplexity 21.8855,
Train Epoch: [1/30] Iters:[230/2187] loss 0.0691, vq_loss 0.0179, rec_loss 0.0512, quant_error 0.0716, codebook_utilization 0.0007, codebook_perplexity 23.2138,
Train Epoch: [1/30] Iters:[240/2187] loss 0.0682, vq_loss 0.0172, rec_loss 0.0509, quant_error 0.0690, codebook_utilization 0.0007, codebook_perplexity 24.4878,
Train Epoch: [1/30] Iters:[250/2187] loss 0.0667, vq_loss 0.0166, rec_loss 0.0500, quant_error 0.0666, codebook_utilization 0.0007, codebook_perplexity 25.6604,
Train Epoch: [1/30] Iters:[260/2187] loss 0.0659, vq_loss 0.0160, rec_loss 0.0499, quant_error 0.0640, codebook_utilization 0.0007, codebook_perplexity 26.7018,
Train Epoch: [1/30] Iters:[270/2187] loss 0.0652, vq_loss 0.0155, rec_loss 0.0497, quant_error 0.0621, codebook_utilization 0.0007, codebook_perplexity 27.7529,
Train Epoch: [1/30] Iters:[280/2187] loss 0.0651, vq_loss 0.0151, rec_loss 0.0500, quant_error 0.0604, codebook_utilization 0.0007, codebook_perplexity 28.8895,
Train Epoch: [1/30] Iters:[290/2187] loss 0.0641, vq_loss 0.0148, rec_loss 0.0493, quant_error 0.0591, codebook_utilization 0.0008, codebook_perplexity 29.5828,
Train Epoch: [1/30] Iters:[300/2187] loss 0.0645, vq_loss 0.0144, rec_loss 0.0501, quant_error 0.0576, codebook_utilization 0.0008, codebook_perplexity 30.2495,
Train Epoch: [1/30] Iters:[310/2187] loss 0.0644, vq_loss 0.0142, rec_loss 0.0502, quant_error 0.0566, codebook_utilization 0.0008, codebook_perplexity 31.1734,
Train Epoch: [1/30] Iters:[320/2187] loss 0.0626, vq_loss 0.0138, rec_loss 0.0488, quant_error 0.0553, codebook_utilization 0.0008, codebook_perplexity 31.6398,
Train Epoch: [1/30] Iters:[330/2187] loss 0.0617, vq_loss 0.0135, rec_loss 0.0481, quant_error 0.0541, codebook_utilization 0.0008, codebook_perplexity 32.0387,
Train Epoch: [1/30] Iters:[340/2187] loss 0.0613, vq_loss 0.0132, rec_loss 0.0481, quant_error 0.0527, codebook_utilization 0.0008, codebook_perplexity 32.6697,
Train Epoch: [1/30] Iters:[350/2187] loss 0.0603, vq_loss 0.0128, rec_loss 0.0474, quant_error 0.0514, codebook_utilization 0.0008, codebook_perplexity 33.3412,
Train Epoch: [1/30] Iters:[360/2187] loss 0.0588, vq_loss 0.0125, rec_loss 0.0462, quant_error 0.0500, codebook_utilization 0.0009, codebook_perplexity 33.8898,
Train Epoch: [1/30] Iters:[370/2187] loss 0.0593, vq_loss 0.0122, rec_loss 0.0471, quant_error 0.0487, codebook_utilization 0.0009, codebook_perplexity 34.6488,
Train Epoch: [1/30] Iters:[380/2187] loss 0.0598, vq_loss 0.0120, rec_loss 0.0478, quant_error 0.0480, codebook_utilization 0.0009, codebook_perplexity 35.8597,
Train Epoch: [1/30] Iters:[390/2187] loss 0.0596, vq_loss 0.0118, rec_loss 0.0478, quant_error 0.0473, codebook_utilization 0.0010, codebook_perplexity 36.8979,
Train Epoch: [1/30] Iters:[400/2187] loss 0.0589, vq_loss 0.0117, rec_loss 0.0472, quant_error 0.0468, codebook_utilization 0.0010, codebook_perplexity 37.9734,
Train Epoch: [1/30] Iters:[410/2187] loss 0.0587, vq_loss 0.0115, rec_loss 0.0472, quant_error 0.0460, codebook_utilization 0.0011, codebook_perplexity 38.9993,
Train Epoch: [1/30] Iters:[420/2187] loss 0.0586, vq_loss 0.0113, rec_loss 0.0473, quant_error 0.0452, codebook_utilization 0.0011, codebook_perplexity 40.3427,
Train Epoch: [1/30] Iters:[430/2187] loss 0.0579, vq_loss 0.0110, rec_loss 0.0469, quant_error 0.0441, codebook_utilization 0.0011, codebook_perplexity 41.1220,
Train Epoch: [1/30] Iters:[440/2187] loss 0.0570, vq_loss 0.0108, rec_loss 0.0462, quant_error 0.0433, codebook_utilization 0.0012, codebook_perplexity 42.4495,
Train Epoch: [1/30] Iters:[450/2187] loss 0.0564, vq_loss 0.0106, rec_loss 0.0458, quant_error 0.0424, codebook_utilization 0.0012, codebook_perplexity 43.6352,
Train Epoch: [1/30] Iters:[460/2187] loss 0.0564, vq_loss 0.0104, rec_loss 0.0460, quant_error 0.0418, codebook_utilization 0.0012, codebook_perplexity 45.2927,
Train Epoch: [1/30] Iters:[470/2187] loss 0.0558, vq_loss 0.0104, rec_loss 0.0454, quant_error 0.0416, codebook_utilization 0.0013, codebook_perplexity 47.0552,
Train Epoch: [1/30] Iters:[480/2187] loss 0.0554, vq_loss 0.0103, rec_loss 0.0451, quant_error 0.0412, codebook_utilization 0.0013, codebook_perplexity 48.4425,
Train Epoch: [1/30] Iters:[490/2187] loss 0.0558, vq_loss 0.0102, rec_loss 0.0457, quant_error 0.0407, codebook_utilization 0.0014, codebook_perplexity 49.2701,
Train Epoch: [1/30] Iters:[500/2187] loss 0.0561, vq_loss 0.0100, rec_loss 0.0461, quant_error 0.0401, codebook_utilization 0.0014, codebook_perplexity 50.0805,
Train Epoch: [1/30] Iters:[510/2187] loss 0.0554, vq_loss 0.0098, rec_loss 0.0455, quant_error 0.0394, codebook_utilization 0.0015, codebook_perplexity 51.0454,
Train Epoch: [1/30] Iters:[520/2187] loss 0.0544, vq_loss 0.0096, rec_loss 0.0448, quant_error 0.0382, codebook_utilization 0.0015, codebook_perplexity 51.5544,
Train Epoch: [1/30] Iters:[530/2187] loss 0.0532, vq_loss 0.0093, rec_loss 0.0440, quant_error 0.0370, codebook_utilization 0.0015, codebook_perplexity 52.5897,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0526, vq_loss 0.0091, rec_loss 0.0436, quant_error 0.0362, codebook_utilization 0.0016, codebook_perplexity 54.1195,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0519, vq_loss 0.0089, rec_loss 0.0429, quant_error 0.0357, codebook_utilization 0.0016, codebook_perplexity 55.3640,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0516, vq_loss 0.0089, rec_loss 0.0427, quant_error 0.0355, codebook_utilization 0.0016, codebook_perplexity 56.1453,
Train Epoch: [1/30] Iters:[570/2187] loss 0.0511, vq_loss 0.0088, rec_loss 0.0423, quant_error 0.0351, codebook_utilization 0.0016, codebook_perplexity 56.6309,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0510, vq_loss 0.0087, rec_loss 0.0422, quant_error 0.0349, codebook_utilization 0.0017, codebook_perplexity 57.4603,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0505, vq_loss 0.0086, rec_loss 0.0419, quant_error 0.0343, codebook_utilization 0.0018, codebook_perplexity 58.4569,
Train Epoch: [1/30] Iters:[600/2187] loss 0.0502, vq_loss 0.0083, rec_loss 0.0419, quant_error 0.0332, codebook_utilization 0.0018, codebook_perplexity 59.0054,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0498, vq_loss 0.0080, rec_loss 0.0418, quant_error 0.0321, codebook_utilization 0.0018, codebook_perplexity 60.2062,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0501, vq_loss 0.0078, rec_loss 0.0423, quant_error 0.0312, codebook_utilization 0.0019, codebook_perplexity 61.2720,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0502, vq_loss 0.0075, rec_loss 0.0426, quant_error 0.0302, codebook_utilization 0.0019, codebook_perplexity 61.8181,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0501, vq_loss 0.0075, rec_loss 0.0426, quant_error 0.0299, codebook_utilization 0.0019, codebook_perplexity 62.5782,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0502, vq_loss 0.0074, rec_loss 0.0427, quant_error 0.0297, codebook_utilization 0.0019, codebook_perplexity 63.2299,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0497, vq_loss 0.0073, rec_loss 0.0424, quant_error 0.0294, codebook_utilization 0.0019, codebook_perplexity 63.0202,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0489, vq_loss 0.0072, rec_loss 0.0417, quant_error 0.0289, codebook_utilization 0.0019, codebook_perplexity 63.9666,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0484, vq_loss 0.0072, rec_loss 0.0412, quant_error 0.0286, codebook_utilization 0.0020, codebook_perplexity 65.0350,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0475, vq_loss 0.0069, rec_loss 0.0406, quant_error 0.0277, codebook_utilization 0.0020, codebook_perplexity 65.7769,
