dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 2048
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_2048_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_30
saver_name_pre: online_quantizer_30_FFHQ_model_2048_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3659, vq_loss 0.0532, rec_loss 0.3127, quant_error 0.2129, codebook_utilization 0.1256, codebook_perplexity 65.7120,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2832, vq_loss 0.0371, rec_loss 0.2460, quant_error 0.1484, codebook_utilization 0.1160, codebook_perplexity 64.8119,
Train Epoch: [1/30] Iters:[30/2187] loss 0.2340, vq_loss 0.0280, rec_loss 0.2060, quant_error 0.1121, codebook_utilization 0.1096, codebook_perplexity 59.5991,
Train Epoch: [1/30] Iters:[40/2187] loss 0.2045, vq_loss 0.0229, rec_loss 0.1816, quant_error 0.0914, codebook_utilization 0.1041, codebook_perplexity 56.3500,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1830, vq_loss 0.0198, rec_loss 0.1632, quant_error 0.0792, codebook_utilization 0.1007, codebook_perplexity 54.9530,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1274, vq_loss 0.0108, rec_loss 0.1167, quant_error 0.0430, codebook_utilization 0.0923, codebook_perplexity 51.3085,
Train Epoch: [1/30] Iters:[70/2187] loss 0.1043, vq_loss 0.0082, rec_loss 0.0961, quant_error 0.0328, codebook_utilization 0.0868, codebook_perplexity 47.3201,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0926, vq_loss 0.0079, rec_loss 0.0847, quant_error 0.0315, codebook_utilization 0.0825, codebook_perplexity 46.2270,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0838, vq_loss 0.0080, rec_loss 0.0758, quant_error 0.0319, codebook_utilization 0.0798, codebook_perplexity 45.5298,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0782, vq_loss 0.0079, rec_loss 0.0703, quant_error 0.0316, codebook_utilization 0.0765, codebook_perplexity 43.7023,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0737, vq_loss 0.0078, rec_loss 0.0659, quant_error 0.0312, codebook_utilization 0.0729, codebook_perplexity 42.0248,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0697, vq_loss 0.0076, rec_loss 0.0621, quant_error 0.0304, codebook_utilization 0.0713, codebook_perplexity 41.1600,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0682, vq_loss 0.0074, rec_loss 0.0608, quant_error 0.0295, codebook_utilization 0.0702, codebook_perplexity 40.4042,
Train Epoch: [1/30] Iters:[140/2187] loss 0.0664, vq_loss 0.0073, rec_loss 0.0591, quant_error 0.0291, codebook_utilization 0.0692, codebook_perplexity 39.7220,
Train Epoch: [1/30] Iters:[150/2187] loss 0.0652, vq_loss 0.0073, rec_loss 0.0579, quant_error 0.0291, codebook_utilization 0.0682, codebook_perplexity 39.5305,
Train Epoch: [1/30] Iters:[160/2187] loss 0.0644, vq_loss 0.0072, rec_loss 0.0572, quant_error 0.0288, codebook_utilization 0.0688, codebook_perplexity 39.8587,
Train Epoch: [1/30] Iters:[170/2187] loss 0.0638, vq_loss 0.0072, rec_loss 0.0565, quant_error 0.0289, codebook_utilization 0.0687, codebook_perplexity 40.3861,
Train Epoch: [1/30] Iters:[180/2187] loss 0.0623, vq_loss 0.0073, rec_loss 0.0550, quant_error 0.0292, codebook_utilization 0.0688, codebook_perplexity 40.7387,
Train Epoch: [1/30] Iters:[190/2187] loss 0.0606, vq_loss 0.0072, rec_loss 0.0534, quant_error 0.0288, codebook_utilization 0.0691, codebook_perplexity 40.9239,
Train Epoch: [1/30] Iters:[200/2187] loss 0.0593, vq_loss 0.0070, rec_loss 0.0523, quant_error 0.0280, codebook_utilization 0.0698, codebook_perplexity 41.2225,
Train Epoch: [1/30] Iters:[210/2187] loss 0.0583, vq_loss 0.0068, rec_loss 0.0515, quant_error 0.0272, codebook_utilization 0.0703, codebook_perplexity 41.5351,
