dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 50000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_50000_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_30
saver_name_pre: online_quantizer_30_FFHQ_model_50000_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3765, vq_loss 0.0638, rec_loss 0.3127, quant_error 0.2551, codebook_utilization 0.0067, codebook_perplexity 122.2977,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3288, vq_loss 0.0403, rec_loss 0.2885, quant_error 0.1611, codebook_utilization 0.0051, codebook_perplexity 96.4535,
Train Epoch: [1/30] Iters:[30/2187] loss 0.2972, vq_loss 0.0343, rec_loss 0.2629, quant_error 0.1371, codebook_utilization 0.0042, codebook_perplexity 72.6855,
Train Epoch: [1/30] Iters:[40/2187] loss 0.2631, vq_loss 0.0298, rec_loss 0.2332, quant_error 0.1193, codebook_utilization 0.0036, codebook_perplexity 58.5392,
Train Epoch: [1/30] Iters:[50/2187] loss 0.2375, vq_loss 0.0268, rec_loss 0.2106, quant_error 0.1074, codebook_utilization 0.0032, codebook_perplexity 49.6331,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1851, vq_loss 0.0170, rec_loss 0.1681, quant_error 0.0679, codebook_utilization 0.0021, codebook_perplexity 27.5869,
Train Epoch: [1/30] Iters:[70/2187] loss 0.1479, vq_loss 0.0167, rec_loss 0.1312, quant_error 0.0668, codebook_utilization 0.0016, codebook_perplexity 15.9253,
Train Epoch: [1/30] Iters:[80/2187] loss 0.1190, vq_loss 0.0151, rec_loss 0.1039, quant_error 0.0602, codebook_utilization 0.0014, codebook_perplexity 13.4195,
Train Epoch: [1/30] Iters:[90/2187] loss 0.1059, vq_loss 0.0148, rec_loss 0.0911, quant_error 0.0593, codebook_utilization 0.0012, codebook_perplexity 13.0705,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0959, vq_loss 0.0151, rec_loss 0.0808, quant_error 0.0603, codebook_utilization 0.0012, codebook_perplexity 13.6289,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0880, vq_loss 0.0151, rec_loss 0.0729, quant_error 0.0602, codebook_utilization 0.0012, codebook_perplexity 14.8253,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0839, vq_loss 0.0145, rec_loss 0.0693, quant_error 0.0582, codebook_utilization 0.0012, codebook_perplexity 16.0166,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0800, vq_loss 0.0142, rec_loss 0.0658, quant_error 0.0567, codebook_utilization 0.0012, codebook_perplexity 17.2924,
