dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 1024
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_1024_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_30
saver_name_pre: ema_quantizer_30_FFHQ_model_1024_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.2949, vq_loss 0.0177, rec_loss 0.2772, quant_error 0.1415, codebook_utilization 0.1479, codebook_perplexity 45.2446,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2284, vq_loss 0.0114, rec_loss 0.2170, quant_error 0.0915, codebook_utilization 0.1459, codebook_perplexity 61.4874,
Train Epoch: [1/30] Iters:[30/2187] loss 0.1946, vq_loss 0.0086, rec_loss 0.1860, quant_error 0.0687, codebook_utilization 0.1498, codebook_perplexity 68.0607,
Train Epoch: [1/30] Iters:[40/2187] loss 0.1726, vq_loss 0.0069, rec_loss 0.1657, quant_error 0.0552, codebook_utilization 0.2094, codebook_perplexity 92.2136,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1564, vq_loss 0.0058, rec_loss 0.1506, quant_error 0.0463, codebook_utilization 0.2624, codebook_perplexity 117.9403,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1122, vq_loss 0.0025, rec_loss 0.1098, quant_error 0.0197, codebook_utilization 0.3336, codebook_perplexity 158.9611,
Train Epoch: [1/30] Iters:[70/2187] loss 0.0937, vq_loss 0.0016, rec_loss 0.0920, quant_error 0.0131, codebook_utilization 0.4094, codebook_perplexity 193.2932,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0810, vq_loss 0.0013, rec_loss 0.0797, quant_error 0.0101, codebook_utilization 0.4871, codebook_perplexity 225.9793,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0723, vq_loss 0.0011, rec_loss 0.0712, quant_error 0.0086, codebook_utilization 0.5237, codebook_perplexity 250.2475,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0656, vq_loss 0.0010, rec_loss 0.0647, quant_error 0.0077, codebook_utilization 0.5452, codebook_perplexity 268.5698,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0617, vq_loss 0.0009, rec_loss 0.0608, quant_error 0.0072, codebook_utilization 0.5641, codebook_perplexity 280.7308,
