dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 2048
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: vanilla_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_2048_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: vanilla_quantizer_30
saver_name_pre: vanilla_quantizer_30_FFHQ_model_2048_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3862, vq_loss 0.0637, rec_loss 0.3225, quant_error 0.2546, codebook_utilization 0.1316, codebook_perplexity 81.2758,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3428, vq_loss 0.0454, rec_loss 0.2974, quant_error 0.1817, codebook_utilization 0.1116, codebook_perplexity 65.9329,
Train Epoch: [1/30] Iters:[30/2187] loss 0.3256, vq_loss 0.0420, rec_loss 0.2837, quant_error 0.1678, codebook_utilization 0.0954, codebook_perplexity 55.1822,
Train Epoch: [1/30] Iters:[40/2187] loss 0.3471, vq_loss 0.0681, rec_loss 0.2791, quant_error 0.2722, codebook_utilization 0.0817, codebook_perplexity 44.1826,
Train Epoch: [1/30] Iters:[50/2187] loss 0.6792, vq_loss 0.4032, rec_loss 0.2760, quant_error 1.6127, codebook_utilization 0.0703, codebook_perplexity 36.3080,
Train Epoch: [1/30] Iters:[60/2187] loss 1.9707, vq_loss 1.7095, rec_loss 0.2613, quant_error 6.8379, codebook_utilization 0.0473, codebook_perplexity 20.7075,
Train Epoch: [1/30] Iters:[70/2187] loss 2.6169, vq_loss 2.3604, rec_loss 0.2566, quant_error 9.4416, codebook_utilization 0.0326, codebook_perplexity 11.3937,
Train Epoch: [1/30] Iters:[80/2187] loss 3.2087, vq_loss 2.9568, rec_loss 0.2519, quant_error 11.8272, codebook_utilization 0.0231, codebook_perplexity 5.3242,
Train Epoch: [1/30] Iters:[90/2187] loss 4.5874, vq_loss 4.3438, rec_loss 0.2436, quant_error 17.3751, codebook_utilization 0.0179, codebook_perplexity 3.7143,
Train Epoch: [1/30] Iters:[100/2187] loss 6.6036, vq_loss 6.3706, rec_loss 0.2330, quant_error 25.4826, codebook_utilization 0.0154, codebook_perplexity 3.3420,
Train Epoch: [1/30] Iters:[110/2187] loss 7.3094, vq_loss 7.0879, rec_loss 0.2215, quant_error 28.3514, codebook_utilization 0.0147, codebook_perplexity 3.3157,
Train Epoch: [1/30] Iters:[120/2187] loss 8.7371, vq_loss 8.5292, rec_loss 0.2078, quant_error 34.1170, codebook_utilization 0.0137, codebook_perplexity 3.0975,
Train Epoch: [1/30] Iters:[130/2187] loss 11.2076, vq_loss 11.0110, rec_loss 0.1966, quant_error 44.0440, codebook_utilization 0.0128, codebook_perplexity 3.0014,
Train Epoch: [1/30] Iters:[140/2187] loss 13.1245, vq_loss 12.9403, rec_loss 0.1842, quant_error 51.7611, codebook_utilization 0.0119, codebook_perplexity 2.9313,
Train Epoch: [1/30] Iters:[150/2187] loss 13.3498, vq_loss 13.1776, rec_loss 0.1722, quant_error 52.7104, codebook_utilization 0.0114, codebook_perplexity 2.9185,
Train Epoch: [1/30] Iters:[160/2187] loss 14.0788, vq_loss 13.9156, rec_loss 0.1632, quant_error 55.6624, codebook_utilization 0.0107, codebook_perplexity 2.8382,
Train Epoch: [1/30] Iters:[170/2187] loss 15.0506, vq_loss 14.8957, rec_loss 0.1549, quant_error 59.5827, codebook_utilization 0.0102, codebook_perplexity 2.7987,
Train Epoch: [1/30] Iters:[180/2187] loss 14.1175, vq_loss 13.9714, rec_loss 0.1461, quant_error 55.8857, codebook_utilization 0.0102, codebook_perplexity 2.7945,
Train Epoch: [1/30] Iters:[190/2187] loss 13.1934, vq_loss 13.0538, rec_loss 0.1396, quant_error 52.2153, codebook_utilization 0.0102, codebook_perplexity 2.7698,
Train Epoch: [1/30] Iters:[200/2187] loss 13.5147, vq_loss 13.3795, rec_loss 0.1352, quant_error 53.5179, codebook_utilization 0.0102, codebook_perplexity 2.7323,
Train Epoch: [1/30] Iters:[210/2187] loss 13.4486, vq_loss 13.3177, rec_loss 0.1309, quant_error 53.2708, codebook_utilization 0.0103, codebook_perplexity 2.7213,
Train Epoch: [1/30] Iters:[220/2187] loss 13.5932, vq_loss 13.4649, rec_loss 0.1283, quant_error 53.8595, codebook_utilization 0.0102, codebook_perplexity 2.7134,
Train Epoch: [1/30] Iters:[230/2187] loss 14.0967, vq_loss 13.9700, rec_loss 0.1266, quant_error 55.8801, codebook_utilization 0.0100, codebook_perplexity 2.7069,
Train Epoch: [1/30] Iters:[240/2187] loss 14.3477, vq_loss 14.2252, rec_loss 0.1225, quant_error 56.9009, codebook_utilization 0.0100, codebook_perplexity 2.7121,
Train Epoch: [1/30] Iters:[250/2187] loss 14.8358, vq_loss 14.7172, rec_loss 0.1186, quant_error 58.8690, codebook_utilization 0.0099, codebook_perplexity 2.7159,
Train Epoch: [1/30] Iters:[260/2187] loss 14.5132, vq_loss 14.3981, rec_loss 0.1152, quant_error 57.5923, codebook_utilization 0.0099, codebook_perplexity 2.7507,
Train Epoch: [1/30] Iters:[270/2187] loss 13.9538, vq_loss 13.8422, rec_loss 0.1116, quant_error 55.3688, codebook_utilization 0.0097, codebook_perplexity 2.7537,
Train Epoch: [1/30] Iters:[280/2187] loss 13.8337, vq_loss 13.7246, rec_loss 0.1092, quant_error 54.8983, codebook_utilization 0.0094, codebook_perplexity 2.7713,
Train Epoch: [1/30] Iters:[290/2187] loss 12.9627, vq_loss 12.8547, rec_loss 0.1080, quant_error 51.4189, codebook_utilization 0.0092, codebook_perplexity 2.8075,
Train Epoch: [1/30] Iters:[300/2187] loss 12.4354, vq_loss 12.3281, rec_loss 0.1073, quant_error 49.3122, codebook_utilization 0.0085, codebook_perplexity 2.8064,
Train Epoch: [1/30] Iters:[310/2187] loss 11.9668, vq_loss 11.8600, rec_loss 0.1068, quant_error 47.4402, codebook_utilization 0.0078, codebook_perplexity 2.8076,
Train Epoch: [1/30] Iters:[320/2187] loss 11.3249, vq_loss 11.2157, rec_loss 0.1092, quant_error 44.8627, codebook_utilization 0.0074, codebook_perplexity 2.8329,
Train Epoch: [1/30] Iters:[330/2187] loss 11.1998, vq_loss 11.0919, rec_loss 0.1080, quant_error 44.3675, codebook_utilization 0.0068, codebook_perplexity 2.8216,
Train Epoch: [1/30] Iters:[340/2187] loss 11.3472, vq_loss 11.2402, rec_loss 0.1070, quant_error 44.9608, codebook_utilization 0.0064, codebook_perplexity 2.8375,
Train Epoch: [1/30] Iters:[350/2187] loss 9.7069, vq_loss 9.5992, rec_loss 0.1077, quant_error 38.3967, codebook_utilization 0.0065, codebook_perplexity 2.8884,
