dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 1024
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_1024_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_30
saver_name_pre: online_quantizer_30_FFHQ_model_1024_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3260, vq_loss 0.0603, rec_loss 0.2657, quant_error 0.2412, codebook_utilization 0.1667, codebook_perplexity 56.3973,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2497, vq_loss 0.0388, rec_loss 0.2109, quant_error 0.1553, codebook_utilization 0.1572, codebook_perplexity 51.3203,
Train Epoch: [1/30] Iters:[30/2187] loss 0.2121, vq_loss 0.0301, rec_loss 0.1820, quant_error 0.1204, codebook_utilization 0.1526, codebook_perplexity 47.7735,
Train Epoch: [1/30] Iters:[40/2187] loss 0.1874, vq_loss 0.0258, rec_loss 0.1616, quant_error 0.1031, codebook_utilization 0.1491, codebook_perplexity 44.6451,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1696, vq_loss 0.0232, rec_loss 0.1463, quant_error 0.0929, codebook_utilization 0.1462, codebook_perplexity 42.5529,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1220, vq_loss 0.0137, rec_loss 0.1083, quant_error 0.0547, codebook_utilization 0.1392, codebook_perplexity 37.4920,
Train Epoch: [1/30] Iters:[70/2187] loss 0.1034, vq_loss 0.0125, rec_loss 0.0909, quant_error 0.0501, codebook_utilization 0.1336, codebook_perplexity 34.2004,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0918, vq_loss 0.0121, rec_loss 0.0797, quant_error 0.0485, codebook_utilization 0.1282, codebook_perplexity 32.1023,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0840, vq_loss 0.0116, rec_loss 0.0723, quant_error 0.0464, codebook_utilization 0.1231, codebook_perplexity 30.9831,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0786, vq_loss 0.0110, rec_loss 0.0675, quant_error 0.0441, codebook_utilization 0.1197, codebook_perplexity 30.4444,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0739, vq_loss 0.0105, rec_loss 0.0634, quant_error 0.0420, codebook_utilization 0.1150, codebook_perplexity 30.0901,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0703, vq_loss 0.0100, rec_loss 0.0603, quant_error 0.0401, codebook_utilization 0.1126, codebook_perplexity 29.8964,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0673, vq_loss 0.0097, rec_loss 0.0576, quant_error 0.0386, codebook_utilization 0.1113, codebook_perplexity 29.8647,
Train Epoch: [1/30] Iters:[140/2187] loss 0.0647, vq_loss 0.0094, rec_loss 0.0553, quant_error 0.0375, codebook_utilization 0.1110, codebook_perplexity 30.1535,
Train Epoch: [1/30] Iters:[150/2187] loss 0.0626, vq_loss 0.0090, rec_loss 0.0535, quant_error 0.0361, codebook_utilization 0.1094, codebook_perplexity 30.2117,
Train Epoch: [1/30] Iters:[160/2187] loss 0.0614, vq_loss 0.0087, rec_loss 0.0527, quant_error 0.0349, codebook_utilization 0.1091, codebook_perplexity 30.9358,
Train Epoch: [1/30] Iters:[170/2187] loss 0.0613, vq_loss 0.0087, rec_loss 0.0527, quant_error 0.0346, codebook_utilization 0.1104, codebook_perplexity 32.1822,
Train Epoch: [1/30] Iters:[180/2187] loss 0.0606, vq_loss 0.0086, rec_loss 0.0519, quant_error 0.0345, codebook_utilization 0.1103, codebook_perplexity 33.4365,
Train Epoch: [1/30] Iters:[190/2187] loss 0.0607, vq_loss 0.0088, rec_loss 0.0519, quant_error 0.0352, codebook_utilization 0.1107, codebook_perplexity 34.9899,
Train Epoch: [1/30] Iters:[200/2187] loss 0.0602, vq_loss 0.0092, rec_loss 0.0511, quant_error 0.0366, codebook_utilization 0.1124, codebook_perplexity 36.9816,
Train Epoch: [1/30] Iters:[210/2187] loss 0.0607, vq_loss 0.0096, rec_loss 0.0511, quant_error 0.0385, codebook_utilization 0.1146, codebook_perplexity 39.3002,
Train Epoch: [1/30] Iters:[220/2187] loss 0.0601, vq_loss 0.0102, rec_loss 0.0499, quant_error 0.0408, codebook_utilization 0.1170, codebook_perplexity 41.4172,
Train Epoch: [1/30] Iters:[230/2187] loss 0.0597, vq_loss 0.0106, rec_loss 0.0491, quant_error 0.0422, codebook_utilization 0.1204, codebook_perplexity 43.2346,
Train Epoch: [1/30] Iters:[240/2187] loss 0.0580, vq_loss 0.0108, rec_loss 0.0472, quant_error 0.0431, codebook_utilization 0.1250, codebook_perplexity 44.9858,
Train Epoch: [1/30] Iters:[250/2187] loss 0.0566, vq_loss 0.0108, rec_loss 0.0458, quant_error 0.0431, codebook_utilization 0.1297, codebook_perplexity 46.4861,
Train Epoch: [1/30] Iters:[260/2187] loss 0.0549, vq_loss 0.0108, rec_loss 0.0441, quant_error 0.0431, codebook_utilization 0.1366, codebook_perplexity 47.6406,
Train Epoch: [1/30] Iters:[270/2187] loss 0.0534, vq_loss 0.0105, rec_loss 0.0429, quant_error 0.0422, codebook_utilization 0.1445, codebook_perplexity 48.8508,
Train Epoch: [1/30] Iters:[280/2187] loss 0.0521, vq_loss 0.0106, rec_loss 0.0415, quant_error 0.0424, codebook_utilization 0.1529, codebook_perplexity 50.7797,
Train Epoch: [1/30] Iters:[290/2187] loss 0.0520, vq_loss 0.0106, rec_loss 0.0414, quant_error 0.0425, codebook_utilization 0.1611, codebook_perplexity 52.8907,
Train Epoch: [1/30] Iters:[300/2187] loss 0.0526, vq_loss 0.0109, rec_loss 0.0417, quant_error 0.0434, codebook_utilization 0.1697, codebook_perplexity 55.3064,
