dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 2048
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_2048_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_30
saver_name_pre: ema_quantizer_30_FFHQ_model_2048_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.2803, vq_loss 0.0179, rec_loss 0.2624, quant_error 0.1431, codebook_utilization 0.0959, codebook_perplexity 63.4680,
Train Epoch: [1/30] Iters:[20/2187] loss 0.2191, vq_loss 0.0116, rec_loss 0.2075, quant_error 0.0929, codebook_utilization 0.0939, codebook_perplexity 77.3754,
Train Epoch: [1/30] Iters:[30/2187] loss 0.1868, vq_loss 0.0087, rec_loss 0.1781, quant_error 0.0693, codebook_utilization 0.1150, codebook_perplexity 97.6170,
Train Epoch: [1/30] Iters:[40/2187] loss 0.1650, vq_loss 0.0070, rec_loss 0.1581, quant_error 0.0556, codebook_utilization 0.1622, codebook_perplexity 140.2837,
Train Epoch: [1/30] Iters:[50/2187] loss 0.1489, vq_loss 0.0059, rec_loss 0.1431, quant_error 0.0471, codebook_utilization 0.1939, codebook_perplexity 171.2285,
Train Epoch: [1/30] Iters:[60/2187] loss 0.1075, vq_loss 0.0026, rec_loss 0.1049, quant_error 0.0208, codebook_utilization 0.2412, codebook_perplexity 219.2733,
Train Epoch: [1/30] Iters:[70/2187] loss 0.0894, vq_loss 0.0018, rec_loss 0.0876, quant_error 0.0141, codebook_utilization 0.2922, codebook_perplexity 268.8186,
Train Epoch: [1/30] Iters:[80/2187] loss 0.0782, vq_loss 0.0014, rec_loss 0.0768, quant_error 0.0115, codebook_utilization 0.3325, codebook_perplexity 315.8367,
Train Epoch: [1/30] Iters:[90/2187] loss 0.0708, vq_loss 0.0013, rec_loss 0.0695, quant_error 0.0101, codebook_utilization 0.3458, codebook_perplexity 336.2157,
Train Epoch: [1/30] Iters:[100/2187] loss 0.0656, vq_loss 0.0011, rec_loss 0.0645, quant_error 0.0090, codebook_utilization 0.3570, codebook_perplexity 352.6530,
Train Epoch: [1/30] Iters:[110/2187] loss 0.0617, vq_loss 0.0010, rec_loss 0.0607, quant_error 0.0081, codebook_utilization 0.3679, codebook_perplexity 378.9533,
Train Epoch: [1/30] Iters:[120/2187] loss 0.0586, vq_loss 0.0010, rec_loss 0.0576, quant_error 0.0077, codebook_utilization 0.3786, codebook_perplexity 406.8530,
Train Epoch: [1/30] Iters:[130/2187] loss 0.0552, vq_loss 0.0009, rec_loss 0.0543, quant_error 0.0073, codebook_utilization 0.3882, codebook_perplexity 431.3990,
