dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 100000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: vanilla_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_100000_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: vanilla_quantizer_30
saver_name_pre: vanilla_quantizer_30_FFHQ_model_100000_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3934, vq_loss 0.0797, rec_loss 0.3137, quant_error 0.3188, codebook_utilization 0.0020, codebook_perplexity 44.9247,
Train Epoch: [1/30] Iters:[20/2187] loss 0.3451, vq_loss 0.0531, rec_loss 0.2920, quant_error 0.2123, codebook_utilization 0.0016, codebook_perplexity 41.1472,
Train Epoch: [1/30] Iters:[30/2187] loss 0.3400, vq_loss 0.0588, rec_loss 0.2812, quant_error 0.2350, codebook_utilization 0.0013, codebook_perplexity 33.0521,
Train Epoch: [1/30] Iters:[40/2187] loss 0.3578, vq_loss 0.0787, rec_loss 0.2790, quant_error 0.3148, codebook_utilization 0.0011, codebook_perplexity 26.8343,
Train Epoch: [1/30] Iters:[50/2187] loss 0.7557, vq_loss 0.4778, rec_loss 0.2779, quant_error 1.9113, codebook_utilization 0.0010, codebook_perplexity 22.1236,
Train Epoch: [1/30] Iters:[60/2187] loss 2.3998, vq_loss 2.1329, rec_loss 0.2668, quant_error 8.5317, codebook_utilization 0.0006, codebook_perplexity 13.6648,
Train Epoch: [1/30] Iters:[70/2187] loss 4.1958, vq_loss 3.9346, rec_loss 0.2612, quant_error 15.7385, codebook_utilization 0.0005, codebook_perplexity 6.7106,
Train Epoch: [1/30] Iters:[80/2187] loss 4.8626, vq_loss 4.6054, rec_loss 0.2572, quant_error 18.4217, codebook_utilization 0.0004, codebook_perplexity 3.9391,
Train Epoch: [1/30] Iters:[90/2187] loss 5.7636, vq_loss 5.5166, rec_loss 0.2470, quant_error 22.0663, codebook_utilization 0.0003, codebook_perplexity 2.8834,
Train Epoch: [1/30] Iters:[100/2187] loss 6.9915, vq_loss 6.7566, rec_loss 0.2349, quant_error 27.0265, codebook_utilization 0.0003, codebook_perplexity 2.8151,
Train Epoch: [1/30] Iters:[110/2187] loss 7.3411, vq_loss 7.1214, rec_loss 0.2197, quant_error 28.4856, codebook_utilization 0.0003, codebook_perplexity 2.8730,
